id_str,week,country_or_territory,class_baseline,country_code,class_attnthree,class_attnmerged,class_attntwo
1299118573986754560,w35,United States,Yes,USA,Yes,Yes,Yes
1299118350564503552,w35,Palestine - State of,Yes,PSE,Don't know,No,Yes
1299118336387805184,w35,Mexico,Yes,MEX,Yes,Yes,No
1299118257480237056,w35,Italy,No,ITA,Don't know,No,No
1299118162919686144,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299118067608432640,w35,China,Yes,CHN,Yes,Yes,Yes
1299117997294936064,w35,United States,Yes,USA,Yes,Yes,Yes
1299117946061508608,w35,India,No,IND,Don't know,No,Yes
1299117840830783488,w35,Mexico,Yes,MEX,Don't know,No,Yes
1299117586936991744,w35,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,No,Yes
1299117579689103360,w35,United States,No,USA,Don't know,No,Yes
1299117499062071296,w35,Romania,Yes,ROU,Yes,Yes,Yes
1299116900299935744,w35,Canada,Yes,CAN,Don't know,No,Yes
1299116896739090432,w35,Panama,Yes,PAN,Yes,Yes,Yes
1299116630199488512,w35,Colombia,Yes,COL,Yes,Yes,Yes
1299116597852778496,w35,United States,No,USA,Don't know,No,Yes
1299116231648145408,w35,United States,Yes,USA,Don't know,No,Yes
1299116017361342464,w35,Peru,Yes,PER,Yes,No,Yes
1299115928693731328,w35,Mexico,No,MEX,Don't know,No,Yes
1299115690566139904,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299115521254797312,w35,Venezuela - Bolivarian Republic of,No,VEN,Don't know,No,No
1299115513117921280,w35,United States,Yes,USA,Yes,Yes,Yes
1299115474697875456,w35,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,No,Yes
1299115416003006464,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299115264785747968,w35,Argentina,No,ARG,Don't know,No,Yes
1299115144144973824,w35,United States,No,USA,Don't know,No,Yes
1299115122896502784,w35,Germany,Yes,DEU,Yes,Yes,No
1299114972094648320,w35,Argentina,Yes,ARG,Don't know,No,No
1299114950984478720,w35,Mexico,Yes,MEX,Don't know,No,No
1299114947725623296,w35,United States,Yes,USA,Yes,Yes,Yes
1299114613615652864,w35,Singapore,Yes,SGP,Yes,Yes,Yes
1299114587313393664,w35,United States,No,USA,Don't know,No,Yes
1299114586059288576,w35,Philippines,No,PHL,Don't know,No,No
1299114495097188352,w35,Philippines,Yes,PHL,Yes,Yes,Yes
1299114175059365888,w35,Australia,Yes,AUS,Yes,No,No
1299113787715452928,w35,United States,Yes,USA,Yes,Yes,Yes
1299113781763735552,w35,United States,Yes,USA,Don't know,No,Yes
1299113656840458240,w35,United States,No,USA,No,Yes,No
1299113542419800064,w35,Turkey,Yes,TUR,Yes,No,Yes
1299113219567611904,w35,Spain,Yes,ESP,Yes,No,Yes
1299113215931158528,w35,Italy,Yes,ITA,Yes,Yes,Yes
1299113113887879168,w35,Indonesia,Yes,IDN,Yes,No,Yes
1299113052994899968,w35,United States,No,USA,Don't know,No,Yes
1299113012091957248,w35,United States,No,USA,Don't know,No,Yes
1299112618527993856,w35,Dominican Republic,No,DOM,Don't know,No,No
1299112501087535104,w35,United States,No,USA,Don't know,No,No
1299112479608328192,w35,Indonesia,Yes,IDN,No,No,No
1299112305683296256,w35,Argentina,No,ARG,Don't know,No,No
1299111985523482624,w35,United States,No,USA,Don't know,No,No
1299111985401999360,w35,Italy,No,ITA,Yes,Yes,No
1299111952463966208,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299111732690989056,w35,Argentina,Yes,ARG,No,Yes,Yes
1299111726684794880,w35,United States,Yes,USA,Yes,Yes,Yes
1299111540612689920,w35,Mexico,Yes,MEX,Don't know,No,Yes
1299111316687187968,w35,Mali,Yes,MLI,Yes,Yes,Yes
1299111287276933120,w35,United States,No,USA,Yes,Yes,Yes
1299110893150760960,w35,Canada,Yes,CAN,Yes,Yes,Yes
1299110693296365568,w35,Ecuador,Yes,ECU,Yes,Yes,No
1299110454770368512,w35,Croatia,No,HRV,Don't know,No,No
1299110447623352320,w35,United States,No,USA,Yes,Yes,Yes
1299110224222183424,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299109600294252544,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299109585043808256,w35,North Macedonia,Yes,MKD,Don't know,No,Yes
1299109477187227648,w35,Canada,Yes,CAN,Don't know,No,Yes
1299109435110031360,w35,Argentina,Yes,ARG,Yes,Yes,No
1299109320051879936,w35,Argentina,Yes,ARG,Yes,Yes,Yes
1299109190301093888,w35,Mexico,Yes,MEX,Don't know,No,No
1299109070930980864,w35,Indonesia,Yes,IDN,Yes,Yes,Yes
1299109001372860416,w35,United States,Yes,USA,Yes,No,Yes
1299108962038624256,w35,Nicaragua,No,NIC,Don't know,No,No
1299108940874240000,w35,Argentina,Yes,ARG,Yes,Yes,No
1299108888093044736,w35,Argentina,No,ARG,Don't know,No,No
1299108877695438848,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299108766772731904,w35,Indonesia,Yes,IDN,Yes,Yes,Yes
1299108639530156032,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299108608328699904,w35,Indonesia,Yes,IDN,Yes,Yes,Yes
1299108469476294656,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299108466322223104,w35,Guatemala,No,GTM,Don't know,No,No
1299108186243432448,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299108181210140672,w35,Kenya,No,KEN,Don't know,No,Yes
1299108063991853056,w35,United States,No,USA,Yes,Yes,Yes
1299108008824274944,w35,Brazil,No,BRA,Don't know,No,Yes
1299107985835384832,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299107982484082688,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299107904323190784,w35,United States,No,USA,Don't know,No,Yes
1299107745665351680,w35,Mexico,No,MEX,Don't know,Yes,Yes
1299107622046642176,w35,Ecuador,Yes,ECU,Yes,Yes,Yes
1299107548461764608,w35,Brazil,Yes,BRA,Yes,No,Yes
1299107493398761472,w35,Fiji,No,FJI,Don't know,No,Yes
1299107472418930688,w35,Argentina,Yes,ARG,Yes,Yes,Yes
1299107224917348352,w35,Poland,No,POL,Don't know,No,No
1299106950836359168,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299106905881817088,w35,United States,Yes,USA,Don't know,Yes,No
1299106803104378880,w35,Peru,Yes,PER,Yes,Yes,Yes
1299106723765067776,w35,Cuba,No,CUB,Don't know,No,No
1299106675773845504,w35,El Salvador,Yes,SLV,Yes,Yes,Yes
1299106456399155200,w35,United States,No,USA,No,Yes,Yes
1299106348420993024,w35,Cayman Islands,No,CYM,Yes,Yes,Yes
1299106205109907456,w35,Peru,Yes,PER,Yes,Yes,Yes
1299105965036302336,w35,Australia,Yes,AUS,Yes,Yes,Yes
1299105929657540608,w35,United States,No,USA,Don't know,Yes,Yes
1299105915673739264,w35,Philippines,No,PHL,Don't know,No,No
1299105910216962048,w35,Mexico,No,MEX,Don't know,No,Yes
1299105901945581568,w35,United States,No,USA,No,Yes,No
1299105804445003776,w35,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1299105679475703808,w35,Brazil,No,BRA,Don't know,No,Yes
1299105660198502400,w35,Spain,Yes,ESP,Yes,Yes,Yes
1299105490153152512,w35,United States,Yes,USA,Yes,Yes,Yes
1299105417268658176,w35,Indonesia,No,IDN,Don't know,No,No
1299105274536620032,w35,Nigeria,Yes,NGA,Yes,Yes,Yes
1299105155397357568,w35,Canada,No,CAN,Don't know,No,No
1299104982139011072,w35,Spain,Yes,ESP,Yes,Yes,Yes
1299104913822228480,w35,Canada,No,CAN,Don't know,No,Yes
1299104776437850112,w35,Brazil,No,BRA,Don't know,Yes,Yes
1299104722528489472,w35,Colombia,Yes,COL,Yes,Yes,Yes
1299104648054407168,w35,United States,No,USA,Don't know,No,No
1299104618237038592,w35,Brazil,No,BRA,Yes,No,Yes
1299104596518936576,w35,Mexico,Yes,MEX,Yes,Yes,No
1299104540524937216,w35,Puerto Rico,Yes,PRI,Yes,Yes,Yes
1299104540067733504,w35,Philippines,No,PHL,Don't know,No,No
1299104525622673408,w35,Argentina,Yes,ARG,Don't know,No,Yes
1299104483499290624,w35,United States,Yes,USA,Yes,Yes,Yes
1299104432089690112,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299104417594191872,w35,United States,No,USA,Don't know,No,No
1299104136626044928,w35,United States,Yes,USA,Yes,Yes,Yes
1299104114585088000,w35,France,No,FRA,No,No,Yes
1299103922532028416,w35,United States,No,USA,Don't know,No,Yes
1299103657212784640,w35,United States,Yes,USA,Yes,Yes,Yes
1299103653048053760,w35,New Zealand,No,NZL,Don't know,No,No
1299103534818816000,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299103494620803072,w35,United States,Yes,USA,Don't know,Yes,No
1299103440363085824,w35,China,Yes,CHN,Yes,Yes,Yes
1299103425884545024,w35,Argentina,Yes,ARG,Yes,Yes,Yes
1299103144010539008,w35,Italy,No,ITA,Don't know,No,No
1299103096723906560,w35,Puerto Rico,Yes,PRI,Yes,Yes,No
1299103037399547904,w35,Argentina,Yes,ARG,Yes,Yes,Yes
1299103035965108224,w35,United States,No,USA,Don't know,No,No
1299102700706111488,w35,United States,Yes,USA,Yes,Yes,Yes
1299102665692110848,w35,United Kingdom,Yes,GBR,Yes,Yes,Yes
1299102648939970560,w35,Spain,No,ESP,Don't know,No,No
1299102563057438720,w35,Bulgaria,Yes,BGR,Yes,No,Yes
1299102516261642240,w35,United States,No,USA,Don't know,No,No
1299102428013293568,w35,United States,Yes,USA,Don't know,No,No
1299102250883674112,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299102227257266176,w35,Mexico,Yes,MEX,Don't know,No,Yes
1299102147850584064,w35,Philippines,No,PHL,Yes,No,No
1299102065864605696,w35,Germany,No,DEU,Don't know,No,No
1299101973514522624,w35,Uruguay,Yes,URY,Yes,Yes,No
1299101898696544256,w35,Ecuador,Yes,ECU,Yes,Yes,Yes
1299101885337665536,w35,Puerto Rico,Yes,PRI,Yes,Yes,Yes
1299101832351019008,w35,United States,Yes,USA,Don't know,No,No
1299101521292873728,w35,Australia,Yes,AUS,Yes,Yes,Yes
1299101338236841984,w35,Mexico,Yes,MEX,Yes,Yes,Yes
1299101172888932352,w35,United States,Yes,USA,Don't know,No,Yes
1299101121626038272,w35,United States,Yes,USA,Yes,Yes,No
1299101022015508480,w35,Spain,Yes,ESP,Don't know,Yes,Yes
1299101020908265472,w35,Poland,No,POL,Don't know,No,No
1299100820470931456,w35,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1299100690816675840,w35,Canada,Yes,CAN,Yes,Yes,No
1299100643517489152,w35,Ireland,Yes,IRL,Yes,Yes,Yes
1299100626769465344,w35,Mexico,No,MEX,Yes,No,Yes
1299100593684975616,w35,France,Yes,FRA,Yes,Yes,Yes
1299100464726839296,w35,United States,Yes,USA,Don't know,No,Yes
1299100142541340672,w35,South Africa,Yes,ZAF,Yes,Yes,Yes
1299100042285010944,w35,Finland,No,FIN,Don't know,No,Yes
1299099934822739968,w35,Cuba,Yes,CUB,Yes,Yes,Yes
1299099770699407360,w35,Colombia,No,COL,No,Yes,No
1299099693662773248,w35,United States,No,USA,Yes,Yes,No
1299099452704251904,w35,Ireland,No,IRL,Don't know,No,Yes
1299099248483418112,w35,United States,No,USA,Yes,Yes,No
1299099222478782464,w35,Spain,No,ESP,Don't know,No,Yes
1299099087980044288,w35,Mexico,No,MEX,Don't know,Yes,Yes
1299098796706627584,w35,Philippines,No,PHL,Don't know,No,Yes
1299098669724110848,w35,Australia,No,AUS,Don't know,No,No
1299098633070170112,w35,Canada,No,CAN,Yes,Yes,Yes
1299098605920415744,w35,Puerto Rico,Yes,PRI,Yes,Yes,Yes
1299098377209049088,w35,France,No,FRA,Yes,Yes,Yes
1299098246912962560,w35,United States,Yes,USA,Yes,Yes,Yes
1299098125236400128,w35,United States,Yes,USA,Yes,Yes,Yes
1299097821287780352,w35,Sierra Leone,No,SLE,Don't know,No,No
1299097567792427008,w35,Argentina,No,ARG,Don't know,No,Yes
1299097272957964288,w35,United States,Yes,USA,Don't know,No,Yes
1299097116741169152,w35,Australia,Yes,AUS,Don't know,No,No
1299097103675744256,w35,Colombia,Yes,COL,Don't know,No,No
1299096955340181504,w35,Germany,No,DEU,Yes,No,Yes
1299096853548421120,w35,United States,No,USA,Don't know,No,No
1299096853183635456,w35,Philippines,No,PHL,Don't know,No,No
1299096700771012608,w35,France,No,FRA,Don't know,No,No
1299096666046263296,w35,China,No,CHN,No,No,No
1299096524203257856,w35,United States,Yes,USA,Yes,Yes,Yes
1299096239804473344,w35,United Kingdom,No,GBR,Yes,Yes,Yes
1299096006013853696,w35,United States,Yes,USA,Yes,Yes,Yes
1299095854402412544,w35,United States,No,USA,Don't know,No,Yes
1299095667126697984,w35,United States,Yes,USA,Don't know,No,No
1299095607462641664,w35,Switzerland,No,CHE,Yes,Yes,Yes
1299095568556449792,w35,United States,Yes,USA,Yes,Yes,Yes
1299095480610160640,w35,United States,Yes,USA,Yes,No,No
1299095447924023296,w35,Mexico,Yes,MEX,Yes,No,Yes
1299094918896418816,w35,Brazil,No,BRA,Don't know,No,No
1299094809286762496,w35,Brazil,No,BRA,Don't know,No,Yes
1299094756732080128,w35,United States,No,USA,Don't know,No,Yes
1299094745214529536,w35,Germany,No,DEU,Yes,Yes,Yes
1299094553614364672,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299094333019258880,w35,United States,Yes,USA,Yes,Yes,Yes
1299094039220764672,w35,United States,No,USA,Yes,Yes,Yes
1299093996472594432,w35,Brazil,Yes,BRA,Yes,Yes,Yes
1299093846358462464,w35,Chile,No,CHL,Don't know,Yes,No
1299093839521525760,w35,United States,Yes,USA,Yes,No,Yes
1299093829254033408,w35,Hungary,Yes,HUN,Yes,No,Yes
1299093574685011968,w35,Spain,No,ESP,Don't know,No,No
1299093498826764288,w35,Spain,Yes,ESP,Yes,Yes,Yes
1299093350197465088,w35,United States,No,USA,Don't know,No,No
1299093285127049216,w35,Brazil,Yes,BRA,Don't know,No,Yes
1299093270060912640,w35,Spain,No,ESP,Don't know,Yes,Yes
1299093255141896192,w35,Mexico,Yes,MEX,Don't know,No,Yes
1299093223667912704,w35,France,Yes,FRA,Don't know,Yes,Yes
1299093135352623104,w35,New Zealand,No,NZL,Yes,No,Yes
1299093094932062208,w35,United Kingdom,No,GBR,Yes,No,No
1299093091018854400,w35,Italy,Yes,ITA,Yes,Yes,Yes
1299093043459420160,w35,Colombia,Yes,COL,Yes,Yes,Yes
1299092951272960000,w35,Mexico,Yes,MEX,Yes,No,Yes
1299092867038601216,w35,Saudi Arabia,No,SAU,Yes,No,No
1299092785803464704,w35,United Kingdom,Yes,GBR,Yes,Yes,Yes
1302961707367559168,w36,Nigeria,No,NGA,Don't know,No,No
1302961662308151296,w36,India,No,IND,Yes,Yes,Yes
1302961544096030720,w36,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1302961541537554432,w36,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1302961475951063040,w36,Mexico,Yes,MEX,Yes,Yes,Yes
1302961461396938752,w36,Brazil,Yes,BRA,Yes,Yes,Yes
1302961330132078592,w36,Panama,Yes,PAN,Yes,Yes,Yes
1302961317213540352,w36,Finland,Yes,FIN,Yes,Yes,Yes
1302961203707215872,w36,France,Yes,FRA,Yes,Yes,Yes
1302961180336705536,w36,Spain,Yes,ESP,Yes,No,Yes
1302961082059968512,w36,United States,Yes,USA,Yes,No,No
1302961064347344896,w36,Argentina,No,ARG,Don't know,No,No
1302960822080004096,w36,United States,Yes,USA,Yes,Yes,Yes
1302960752542846976,w36,Mexico,Yes,MEX,Yes,Yes,No
1302960577371869184,w36,United States,No,USA,Don't know,No,Yes
1302960542156492800,w36,Panama,Yes,PAN,Yes,Yes,Yes
1302960531670806528,w36,Mexico,Yes,MEX,Yes,Yes,Yes
1302960487617957888,w36,United Kingdom,Yes,GBR,Don't know,No,No
1302960453535125504,w36,Ecuador,No,ECU,No,No,No
1302960254976630784,w36,Thailand,Yes,THA,Yes,Yes,Yes
1302960063649181696,w36,Indonesia,Yes,IDN,Don't know,No,Yes
1302960057928134656,w36,Serbia,Yes,SRB,Don't know,No,Yes
1302960027075072000,w36,Ecuador,No,ECU,Don't know,No,No
1302960025120378880,w36,Germany,No,DEU,Don't know,No,No
1302960017147133952,w36,Argentina,Yes,ARG,Yes,Yes,Yes
1302959991305965568,w36,United States,No,USA,Don't know,No,No
1302959949211938816,w36,Spain,Yes,ESP,Yes,Yes,Yes
1302959806047682560,w36,Venezuela - Bolivarian Republic of,Yes,VEN,Yes,Yes,Yes
1302959695229935616,w36,United States,Yes,USA,Yes,No,Yes
1302959665656082432,w36,Brazil,Yes,BRA,Don't know,Yes,Yes
1302959653924429824,w36,Serbia,Yes,SRB,Yes,No,No
1302959590313791488,w36,Finland,Yes,FIN,Yes,Yes,Yes
1302959528548265984,w36,Brazil,No,BRA,Don't know,No,Yes
1302959302785802240,w36,France,No,FRA,Yes,Yes,Yes
1302959215602855936,w36,Bangladesh,No,BGD,Don't know,No,No
1302959109503844352,w36,Germany,No,DEU,Don't know,No,No
1302959081368498176,w36,Pakistan,No,PAK,Don't know,No,Yes
1302959065551630336,w36,United States,No,USA,Don't know,No,No
1302959061424455680,w36,United States,No,USA,Don't know,No,Yes
1302958920848343040,w36,United States,No,USA,Yes,Yes,Yes
1302958909498548224,w36,Turkey,Yes,TUR,Yes,Yes,Yes
1302958766002929664,w36,United Kingdom,No,GBR,Don't know,No,Yes
1302958741659308032,w36,Mexico,No,MEX,Don't know,No,No
1302958587464081408,w36,Spain,Yes,ESP,Yes,Yes,Yes
1302958569374048256,w36,Spain,Yes,ESP,Yes,Yes,No
1302958548414992384,w36,Mexico,Yes,MEX,Yes,No,Yes
1302958510922235904,w36,Mexico,No,MEX,Don't know,No,No
1302958451136565248,w36,Poland,Yes,POL,Don't know,No,Yes
1302958377136398336,w36,Indonesia,Yes,IDN,Yes,Yes,Yes
1302958345427578880,w36,Pakistan,Yes,PAK,Yes,Yes,Yes
1302958293351043072,w36,Spain,Yes,ESP,Yes,Yes,Yes
1302958169468153856,w36,Mexico,No,MEX,Don't know,No,No
1302957944653348864,w36,Venezuela - Bolivarian Republic of,Yes,VEN,Don't know,No,Yes
1302957903523975168,w36,United States,No,USA,Don't know,No,No
1302957828173250560,w36,Hungary,No,HUN,Don't know,No,No
1302957759755812864,w36,Indonesia,No,IDN,Don't know,No,No
1302957503014039552,w36,Hungary,Yes,HUN,Yes,No,Yes
1302957502821261312,w36,Canada,Yes,CAN,Yes,Yes,Yes
1302957496881930240,w36,India,Yes,IND,Yes,No,Yes
1302957419438518272,w36,Pakistan,Yes,PAK,Yes,Yes,Yes
1302957411985022976,w36,China,No,CHN,Don't know,No,Yes
1302957390007070720,w36,Iran - Islamic Republic of,Yes,IRN,Yes,Yes,Yes
1302957302031548416,w36,Germany,No,DEU,Don't know,No,No
1302957221903433728,w36,Bangladesh,Yes,BGD,Yes,No,Yes
1302957105981382656,w36,Mexico,No,MEX,Don't know,No,No
1302956988490448896,w36,Mexico,Yes,MEX,Don't know,No,Yes
1302956960598298624,w36,United States,Yes,USA,Yes,Yes,Yes
1302956935835193344,w36,Mexico,Yes,MEX,Yes,Yes,Yes
1302956886573154304,w36,Canada,Yes,CAN,Yes,Yes,Yes
1302956738543587328,w36,Algeria,No,DZA,Don't know,No,No
1302956677277405184,w36,Portugal,No,PRT,Don't know,No,No
1302956646495256576,w36,Hungary,Yes,HUN,Don't know,No,No
1302956616455782400,w36,Mexico,Yes,MEX,Don't know,Yes,Yes
1302956542866620416,w36,United Kingdom,No,GBR,Don't know,No,No
1302956509014310912,w36,Indonesia,No,IDN,Don't know,No,Yes
1302956489146093568,w36,United Kingdom,No,GBR,Don't know,No,Yes
1302956393004060672,w36,China,Yes,CHN,Yes,Yes,Yes
1302956351484653568,w36,Indonesia,No,IDN,Don't know,No,No
1302956334338289664,w36,France,Yes,FRA,Yes,Yes,Yes
1302956333831000064,w36,Cuba,Yes,CUB,Yes,Yes,Yes
1302956308945985536,w36,Spain,Yes,ESP,Yes,No,Yes
1302956290935672832,w36,Nigeria,No,NGA,Don't know,No,No
1302956108458459136,w36,United Kingdom,No,GBR,Don't know,No,Yes
1302956093409316864,w36,United Kingdom,Yes,GBR,Don't know,Yes,No
1302956055505309696,w36,United States,No,USA,Don't know,No,No
1302955987918368768,w36,Mexico,Yes,MEX,Yes,Yes,Yes
1302955956947562496,w36,United States,No,USA,Don't know,Yes,No
1302955916413734912,w36,United States,No,USA,Don't know,No,No
1302955846452703232,w36,India,No,IND,Don't know,Yes,Yes
1302955746343235584,w36,United Kingdom,Yes,GBR,Yes,No,Yes
1302955702328143872,w36,United States,No,USA,Don't know,No,Yes
1302955681826381824,w36,Australia,Yes,AUS,Yes,Yes,No
1302955671596535808,w36,Brazil,Yes,BRA,Yes,Yes,Yes
1302955528134430720,w36,Philippines,Yes,PHL,Yes,No,Yes
1302955520119185408,w36,China,Yes,CHN,Yes,Yes,Yes
1302955464695648256,w36,El Salvador,Yes,SLV,Yes,Yes,Yes
1302955342356152320,w36,Spain,Yes,ESP,Don't know,No,No
1302955295442907136,w36,Canada,No,CAN,Don't know,Yes,Yes
1302955164442267648,w36,Belgium,Yes,BEL,Yes,Yes,Yes
1302955120800468992,w36,United States,No,USA,Don't know,No,No
1302955120016191488,w36,Mexico,Yes,MEX,Yes,Yes,Yes
1302955117889703936,w36,Philippines,Yes,PHL,Yes,Yes,Yes
1302955113087078400,w36,Indonesia,Yes,IDN,Yes,Yes,No
1302955101179453440,w36,Indonesia,Yes,IDN,Yes,No,Yes
1302954989950828544,w36,United States,Yes,USA,Yes,Yes,Yes
1302954826163204096,w36,United States,No,USA,Don't know,No,No
1302954799097315328,w36,United States,No,USA,No,No,No
1302954784870334464,w36,Spain,Yes,ESP,Yes,Yes,Yes
1302954781363728384,w36,United Kingdom,No,GBR,Don't know,No,No
1302954779564363776,w36,France,Yes,FRA,Yes,Yes,Yes
1302954775974084608,w36,Ecuador,No,ECU,Don't know,No,No
1302954660295311360,w36,Colombia,Yes,COL,Yes,Yes,Yes
1302954549020422144,w36,Venezuela - Bolivarian Republic of,No,VEN,Don't know,No,No
1302954526719188992,w36,United States,Yes,USA,Yes,Yes,Yes
1302954406334390272,w36,Kenya,No,KEN,Don't know,No,No
1302954324033703936,w36,Serbia,Yes,SRB,Don't know,Yes,Yes
1302954295592022016,w36,United States,Yes,USA,Yes,Yes,Yes
1302954282484989952,w36,Canada,No,CAN,Yes,No,Yes
1302954258753417216,w36,Pakistan,Yes,PAK,Yes,No,Yes
1302954214356905984,w36,United States,No,USA,Don't know,No,No
1302954029564084224,w36,Peru,No,PER,Yes,Yes,Yes
1302953936689786880,w36,Curaçao,No,CUW,Don't know,Yes,Yes
1302953902896152576,w36,United Kingdom,No,GBR,Don't know,No,No
1302953849989328896,w36,Brazil,Yes,BRA,Yes,Yes,Yes
1302953841130975232,w36,Italy,No,ITA,Don't know,No,Yes
1302953689829736448,w36,Senegal,No,SEN,No,No,No
1302953660087902208,w36,United States,Yes,USA,Yes,No,Yes
1302953650554314752,w36,United States,No,USA,Don't know,No,No
1302953583097319424,w36,Chile,Yes,CHL,Yes,Yes,No
1302953217651879936,w36,Brazil,No,BRA,Don't know,No,Yes
1302953206851330048,w36,Canada,No,CAN,Yes,Yes,No
1302953116459991040,w36,Spain,Yes,ESP,Don't know,No,No
1302953087955431424,w36,Malaysia,No,MYS,Don't know,No,No
1302952941347729408,w36,Azerbaijan,No,AZE,No,Yes,No
1302952898788093952,w36,Peru,Yes,PER,Yes,Yes,Yes
1302952863954501632,w36,Kenya,Yes,KEN,Yes,Yes,Yes
1302952841464680448,w36,Dominican Republic,Yes,DOM,Yes,Yes,Yes
1302952553043329024,w36,United States,Yes,USA,Yes,Yes,Yes
1302952354149552128,w36,United States,Yes,USA,Yes,Yes,No
1302952350294986752,w36,Chile,Yes,CHL,Yes,Yes,Yes
1302952319336812544,w36,United States,No,USA,Don't know,No,No
1302952270510817280,w36,Ecuador,Yes,ECU,Don't know,Yes,No
1302952256401059840,w36,Belgium,Yes,BEL,Don't know,No,Yes
1302952108690477056,w36,Qatar,Yes,QAT,Don't know,Yes,Yes
1302952040499474432,w36,Portugal,No,PRT,Don't know,No,No
1302951948757405696,w36,Spain,No,ESP,Yes,No,No
1302951884362260480,w36,Mongolia,Yes,MNG,Yes,No,Yes
1302951744637370368,w36,France,Yes,FRA,Yes,Yes,Yes
1302951638584320000,w36,France,No,FRA,Don't know,No,No
1302951578538635264,w36,Bangladesh,Yes,BGD,Don't know,No,Yes
1302951525132562432,w36,France,Yes,FRA,Don't know,No,Yes
1302951514189643776,w36,France,No,FRA,Don't know,No,No
1302951437714903040,w36,Pakistan,Yes,PAK,Don't know,Yes,Yes
1302951297121955840,w36,Colombia,No,COL,Yes,Yes,No
1302951216507310080,w36,Mexico,No,MEX,Don't know,No,No
1302951189970128896,w36,United States,Yes,USA,Yes,Yes,Yes
1302951110081212416,w36,South Africa,No,ZAF,Don't know,No,No
1302951030074806272,w36,Turkey,Yes,TUR,Don't know,No,Yes
1302951011397500928,w36,United States,Yes,USA,Yes,Yes,No
1302950998005231616,w36,Mexico,No,MEX,Yes,Yes,No
1302950834687283200,w36,Philippines,Yes,PHL,Yes,Yes,Yes
1302950827053719552,w36,United States,Yes,USA,Yes,Yes,No
1302950783114194944,w36,Nigeria,No,NGA,Yes,No,Yes
1302950770317373440,w36,France,No,FRA,Don't know,No,No
1302950759559057408,w36,United States,No,USA,Don't know,No,Yes
1302950659537297408,w36,Philippines,Yes,PHL,Yes,Yes,Yes
1302950657620615168,w36,Philippines,No,PHL,Don't know,Yes,Yes
1302950598485123072,w36,United States,No,USA,Don't know,No,Yes
1302950535318794240,w36,Singapore,Yes,SGP,Yes,No,Yes
1302950452041068544,w36,Philippines,No,PHL,Don't know,No,No
1302950410206969856,w36,Kenya,No,KEN,Don't know,No,Yes
1302950333363019776,w36,United States,Yes,USA,Yes,Yes,Yes
1302950268410236928,w36,France,Yes,FRA,Yes,Yes,Yes
1302950251075047424,w36,India,Yes,IND,Don't know,No,Yes
1302950242573262848,w36,Colombia,Yes,COL,Yes,No,Yes
1302950106912690176,w36,United States,No,USA,Yes,Yes,Yes
1302950084674347008,w36,India,Yes,IND,Yes,Yes,Yes
1302949878583050240,w36,Bolivia - Plurinational State of,Yes,BOL,Yes,Yes,Yes
1302949875542372352,w36,Brazil,Yes,BRA,Yes,No,No
1302949805556195328,w36,India,No,IND,Yes,Yes,No
1302949804633403392,w36,France,No,FRA,Don't know,Yes,No
1302949754092032000,w36,China,No,CHN,Yes,No,No
1302949753177530368,w36,Brazil,Yes,BRA,Yes,Yes,No
1302949730012598272,w36,Indonesia,Yes,IDN,Yes,Yes,Yes
1302949706578837504,w36,Philippines,Yes,PHL,Yes,Yes,No
1302949695141154816,w36,Ireland,Yes,IRL,Yes,Yes,Yes
1302949670101147648,w36,Spain,Yes,ESP,Yes,Yes,Yes
1302949648143978496,w36,Spain,No,ESP,Don't know,No,No
1302949512936333312,w36,Philippines,Yes,PHL,Yes,Yes,Yes
1302949494926045184,w36,United States,Yes,USA,Yes,Yes,Yes
1302949434901368832,w36,Germany,No,DEU,Don't know,No,Yes
1302949403565662208,w36,Brazil,Yes,BRA,Yes,Yes,Yes
1302949135662723072,w36,Indonesia,Yes,IDN,Yes,Yes,Yes
1302949114439757824,w36,Spain,Yes,ESP,Yes,Yes,Yes
1302948936290836480,w36,Mexico,Yes,MEX,Yes,Yes,Yes
